id,name,primary,secondary,equipment,level,pattern,kind,is_compound,avg_sec_per_set,duration_sec,contraindications,cue,image_url
df74f593-783f-4445-9de8-14825edfe0ae,Mobilidade de quadril (90/90),gluteos,core|pernas,,1,iso,mobilidade,false,30,,joelho,Mantém a posição 90/90 sentada sentindo alongamento nos quadris,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Hip_Circles_prone/0.jpg
83797b40-54bc-4fef-bcf7-29d4b1a12369,Power clean,pernas,costas|ombros|core,barra,3,pull-h,treino,true,45,,lombar|joelho|ombro|punho,Explode o barra com extensão completa dos quadris,
24d4aad4-8a6d-4d67-b586-2293f1dd80ad,Subida na corda,costas,ombros|pernas|core,corda,3,pull-v,treino,true,45,,ombro|punho|lombar|joelho,Puxa a corda usando braços e pernas sem balançar,
fc3d84ff-fe8e-4f4e-8843-a27dea026ff3,Thruster,pernas,ombros|core,barra,3,push-h,treino,true,40,,joelho|ombro|lombar|punho,Desce em agachamento e explode para cima empurrando a barra,
9189bae4-381f-4f81-80f2-972a748daf5c,Wall ball,pernas,ombros|core,medicine-ball,2,push-h,treino,true,35,,joelho|ombro|lombar,Agacha e lança a bola para o alto usando força das pernas,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Kettlebell_Thruster/0.jpg
5709a9f1-69d9-4b3d-b54a-1686d4a173f4,AGACHAMENTO PÊNDULO,pernas,core|gluteos,hack,2,squat,treino,false,40,,joelho|lombar,Desce em agachamento e balança o tronco sem perder postura,
83369c02-d162-49ab-a1d7-aa707433139c,Afundo (halteres),pernas,gluteos|core,halter,2,lunge,treino,true,35,,joelho|lombar,Dá um passo à frente e baixa até o joelho quase tocar o chão,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Dumbbell_Lunges/0.jpg
65d7cd4a-fa73-488b-8800-3314371b3606,Afundo (peso corporal),pernas,gluteos|core,,1,lunge,treino,true,30,,joelho|lombar,Avança com o pé e flexiona o joelho mantendo o tronco ereto,
c762901b-fd84-4b3e-99f7-46880c8cabdf,Afundo com salto,pernas,gluteos|core,,2,lunge,treino,true,30,,joelho|lombar,Salta e troca as pernas no ar aterrissando em afundo,
39805ff6-bdf4-4860-8720-f61389682d2d,Agachamento búlgaro (halteres),pernas,gluteos|core,halter|banco,2,squat,treino,true,35,,joelho|lombar,Coloca o pé traseiro no banco e agacha mantendo o tronco ereto,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Dumbbell_Rear_Lunge/0.jpg
58e9a3c4-5eb9-4ba4-86b2-c21ccb9326a2,Agachamento com salto,pernas,gluteos|core,,1,squat,treino,true,30,,joelho|lombar,Desça rápido e explode para cima mantendo postura,
13eea8a8-3ad3-4112-bb1e-0c4ace681544,Agachamento frontal (barra),pernas,gluteos|core,barra|banco,2,squat,treino,true,30,,joelho|lombar|ombro|punho,Mantenha peito erguido e barra alinhada sobre ombros,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Front_Squat_Clean_Grip/0.jpg
c556316d-5fbe-483e-b769-dfba8720376b,Agachamento livre (barra),pernas,gluteos|core,barra|banco,2,squat,treino,true,30,,joelho|lombar|ombro|cervical,Desça até coxa paralela mantendo coluna neutra,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Barbell_Full_Squat/0.jpg
19d1ecb7-9a74-41aa-b934-29d8b54f281e,Agachamento livre (peso corporal),pernas,gluteos|core,,1,squat,treino,true,30,,joelho|lombar,Desça controlado até coxa paralela e volte,
d72b0cfa-de97-4a89-a2d9-f3fe9a41ff9d,Alongamento IT band em pé,pernas,,,1,iso,mobilidade,false,30,,,Cruze perna atrás e incline tronco mantendo quadril alinhado,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/IT_Band_and_Glute_Stretch/0.jpg
c3090f75-9529-4261-b517-2eb5435d2ac7,Alongamento de adutor (borboleta),pernas,,,1,iso,mobilidade,false,30,,,Junte solas dos pés e pressione joelhos para baixo,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Groin_and_Back_Stretch/0.jpg
d5d6cbac-6cb2-4720-8f89-a77c6c354803,Alongamento de adutor em pé (afastado),pernas,,,1,iso,mobilidade,false,30,,,Afaste perna e incline tronco lateralmente mantendo quadril,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Adductor/0.jpg
8e009ef5-1b43-402b-9b50-49816d7d6cd1,Alongamento de glúteo deitado (figure 4),pernas,gluteos,,1,iso,mobilidade,false,30,,,Cruze perna sobre joelho oposto e puxe suavemente,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Ankle_On_The_Knee/0.jpg
e91bca71-8473-4128-8199-c321d276d2a5,Alongamento de glúteo em pé,pernas,gluteos,,1,iso,mobilidade,false,30,,joelho,Cruze o tornozelo sobre o joelho oposto e sente para trás sentindo o alongamento no glúteo,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Seated_Glute/0.jpg
6c1626ab-b61d-4692-b73a-7bdd5356ebf0,Alongamento de isquiotibiais em pé,pernas,,,1,iso,mobilidade,false,30,,lombar,Mantenha perna reta e incline tronco mantendo costas,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Standing_Toe_Touches/0.jpg
